CFIPS,YEAR,AGE,COUNTY,MALE,FEMALE,TOTAL,TYPE
85,2016,0,Montrose,216,206,422,Estimate
85,2016,1,Montrose,231,221,453,Estimate
85,2016,2,Montrose,246,235,480,Estimate
85,2016,3,Montrose,232,222,454,Estimate
85,2016,4,Montrose,205,196,401,Estimate
87,2016,0,Morgan,216,206,423,Estimate
87,2016,1,Morgan,228,218,445,Estimate
87,2016,2,Morgan,214,205,419,Estimate
87,2016,3,Morgan,204,195,398,Estimate
87,2016,4,Morgan,206,197,403,Estimate
89,2016,0,Otero,118,113,231,Estimate
89,2016,1,Otero,100,96,196,Estimate
89,2016,2,Otero,113,108,221,Estimate
89,2016,3,Otero,100,96,196,Estimate
89,2016,4,Otero,141,136,277,Estimate
91,2016,0,Ouray,19,18,37,Estimate
91,2016,1,Ouray,13,13,26,Estimate
91,2016,2,Ouray,20,20,40,Estimate
91,2016,3,Ouray,20,19,39,Estimate
91,2016,4,Ouray,21,20,41,Estimate
93,2016,0,Park,66,63,128,Estimate
93,2016,1,Park,67,64,132,Estimate
93,2016,2,Park,59,57,116,Estimate
93,2016,3,Park,61,59,121,Estimate
93,2016,4,Park,69,66,135,Estimate
95,2016,0,Phillips,35,33,67,Estimate
95,2016,1,Phillips,28,27,56,Estimate
95,2016,2,Phillips,33,31,64,Estimate
95,2016,3,Phillips,21,20,41,Estimate
95,2016,4,Phillips,28,27,56,Estimate
97,2016,0,Pitkin,74,71,145,Estimate
97,2016,1,Pitkin,64,61,125,Estimate
97,2016,2,Pitkin,66,63,129,Estimate
97,2016,3,Pitkin,62,59,120,Estimate
97,2016,4,Pitkin,63,60,123,Estimate
99,2016,0,Prowers,95,91,186,Estimate
99,2016,1,Prowers,84,81,165,Estimate
99,2016,2,Prowers,73,70,143,Estimate
99,2016,3,Prowers,84,80,164,Estimate
99,2016,4,Prowers,94,90,184,Estimate
101,2016,0,Pueblo,953,911,1864,Estimate
101,2016,1,Pueblo,963,921,1884,Estimate
101,2016,2,Pueblo,980,938,1918,Estimate
101,2016,3,Pueblo,940,900,1840,Estimate
101,2016,4,Pueblo,950,910,1859,Estimate
103,2016,0,Rio Blanco,38,36,75,Estimate
103,2016,1,Rio Blanco,41,40,81,Estimate
103,2016,2,Rio Blanco,35,33,68,Estimate
103,2016,3,Rio Blanco,40,39,79,Estimate
103,2016,4,Rio Blanco,37,35,72,Estimate
105,2016,0,Rio Grande,71,68,139,Estimate
105,2016,1,Rio Grande,65,62,127,Estimate
105,2016,2,Rio Grande,75,72,147,Estimate
105,2016,3,Rio Grande,75,72,147,Estimate
105,2016,4,Rio Grande,66,63,130,Estimate
107,2016,0,Routt,129,124,253,Estimate
107,2016,1,Routt,116,111,228,Estimate
107,2016,2,Routt,118,113,231,Estimate
107,2016,3,Routt,118,114,233,Estimate
107,2016,4,Routt,128,123,251,Estimate
109,2016,0,Saguache,41,39,80,Estimate
109,2016,1,Saguache,42,40,81,Estimate
109,2016,2,Saguache,30,29,59,Estimate
109,2016,3,Saguache,39,37,76,Estimate
109,2016,4,Saguache,41,40,81,Estimate
111,2016,0,San Juan,3,3,5,Estimate
111,2016,1,San Juan,3,3,6,Estimate
111,2016,2,San Juan,4,3,7,Estimate
111,2016,3,San Juan,1,1,2,Estimate
111,2016,4,San Juan,2,2,4,Estimate
113,2016,0,San Miguel,37,35,72,Estimate
113,2016,1,San Miguel,38,36,74,Estimate
113,2016,2,San Miguel,40,38,78,Estimate
113,2016,3,San Miguel,41,39,80,Estimate
113,2016,4,San Miguel,44,43,87,Estimate
115,2016,0,Sedgwick,15,15,30,Estimate
115,2016,1,Sedgwick,13,13,26,Estimate
115,2016,2,Sedgwick,14,14,28,Estimate
115,2016,3,Sedgwick,15,14,29,Estimate
115,2016,4,Sedgwick,12,12,24,Estimate
117,2016,0,Summit,149,142,291,Estimate
117,2016,1,Summit,132,127,259,Estimate
117,2016,2,Summit,128,122,250,Estimate
117,2016,3,Summit,113,108,220,Estimate
117,2016,4,Summit,134,128,262,Estimate
119,2016,0,Teller,100,96,196,Estimate
119,2016,1,Teller,102,98,199,Estimate
119,2016,2,Teller,106,102,208,Estimate
119,2016,3,Teller,94,90,184,Estimate
119,2016,4,Teller,92,89,181,Estimate
121,2016,0,Washington,30,29,59,Estimate
121,2016,1,Washington,26,24,50,Estimate
121,2016,2,Washington,26,25,51,Estimate
121,2016,3,Washington,21,20,40,Estimate
121,2016,4,Washington,23,23,46,Estimate
123,2016,0,Weld,2229,2133,4362,Estimate
123,2016,1,Weld,2182,2091,4273,Estimate
123,2016,2,Weld,2147,2061,4208,Estimate
123,2016,3,Weld,2107,2027,4134,Estimate
123,2016,4,Weld,2125,2046,4170,Estimate
125,2016,0,Yuma,75,72,147,Estimate
125,2016,1,Yuma,73,69,142,Estimate
125,2016,2,Yuma,73,70,144,Estimate
125,2016,3,Yuma,73,70,144,Estimate
125,2016,4,Yuma,82,79,161,Estimate
1,2017,0,Adams,3657,3512,7169,Estimate
1,2017,1,Adams,3638,3484,7123,Estimate
1,2017,2,Adams,3750,3588,7337,Estimate
1,2017,3,Adams,3602,3452,7054,Estimate
1,2017,4,Adams,3670,3521,7191,Estimate
3,2017,0,Alamosa,101,97,199,Estimate
3,2017,1,Alamosa,104,99,203,Estimate
3,2017,2,Alamosa,112,107,220,Estimate
3,2017,3,Alamosa,125,120,244,Estimate
3,2017,4,Alamosa,117,112,230,Estimate
5,2017,0,Arapahoe,4045,3879,7924,Estimate
5,2017,1,Arapahoe,4190,4011,8200,Estimate
5,2017,2,Arapahoe,4263,4080,8343,Estimate
5,2017,3,Arapahoe,4189,4012,8201,Estimate
5,2017,4,Arapahoe,4190,4019,8210,Estimate
7,2017,0,Archuleta,71,68,139,Estimate
7,2017,1,Archuleta,63,60,123,Estimate
7,2017,2,Archuleta,64,62,126,Estimate
7,2017,3,Archuleta,60,58,118,Estimate
7,2017,4,Archuleta,60,57,118,Estimate
9,2017,0,Baca,20,20,40,Estimate
9,2017,1,Baca,20,19,39,Estimate
9,2017,2,Baca,17,16,33,Estimate
9,2017,3,Baca,19,19,38,Estimate
9,2017,4,Baca,25,24,48,Estimate
11,2017,0,Bent,23,22,45,Estimate
11,2017,1,Bent,19,18,36,Estimate
11,2017,2,Bent,23,23,46,Estimate
11,2017,3,Bent,19,19,38,Estimate
11,2017,4,Bent,23,22,44,Estimate
13,2017,0,Boulder,1348,1291,2639,Estimate
13,2017,1,Boulder,1460,1396,2856,Estimate
13,2017,2,Boulder,1494,1429,2923,Estimate
13,2017,3,Boulder,1553,1487,3040,Estimate
13,2017,4,Boulder,1583,1517,3100,Estimate
14,2017,0,Broomfield,354,338,692,Estimate
14,2017,1,Broomfield,391,375,767,Estimate
14,2017,2,Broomfield,376,362,738,Estimate
14,2017,3,Broomfield,398,383,781,Estimate
14,2017,4,Broomfield,396,381,776,Estimate
15,2017,0,Chaffee,71,68,139,Estimate
15,2017,1,Chaffee,77,74,151,Estimate
15,2017,2,Chaffee,82,78,160,Estimate
15,2017,3,Chaffee,86,83,169,Estimate
15,2017,4,Chaffee,72,69,141,Estimate
17,2017,0,Cheyenne,11,10,21,Estimate
17,2017,1,Cheyenne,13,13,26,Estimate
17,2017,2,Cheyenne,15,14,29,Estimate
17,2017,3,Cheyenne,14,13,27,Estimate
17,2017,4,Cheyenne,14,13,27,Estimate
19,2017,0,Clear Creek,41,39,80,Estimate
19,2017,1,Clear Creek,41,39,80,Estimate
19,2017,2,Clear Creek,36,35,71,Estimate
19,2017,3,Clear Creek,47,45,93,Estimate
19,2017,4,Clear Creek,43,41,83,Estimate
21,2017,0,Conejos,50,47,97,Estimate
21,2017,1,Conejos,50,48,98,Estimate
21,2017,2,Conejos,59,57,116,Estimate
21,2017,3,Conejos,63,60,123,Estimate
21,2017,4,Conejos,56,54,110,Estimate
23,2017,0,Costilla,21,20,42,Estimate
23,2017,1,Costilla,17,16,34,Estimate
23,2017,2,Costilla,17,16,33,Estimate
23,2017,3,Costilla,17,16,33,Estimate
23,2017,4,Costilla,17,17,34,Estimate
25,2017,0,Crowley,17,16,33,Estimate
25,2017,1,Crowley,14,13,27,Estimate
25,2017,2,Crowley,21,20,42,Estimate
25,2017,3,Crowley,16,16,32,Estimate
25,2017,4,Crowley,21,20,41,Estimate
27,2017,0,Custer,21,20,41,Estimate
27,2017,1,Custer,12,12,23,Estimate
27,2017,2,Custer,17,16,34,Estimate
27,2017,3,Custer,16,15,31,Estimate
27,2017,4,Custer,16,15,31,Estimate
29,2017,0,Delta,144,138,282,Estimate
29,2017,1,Delta,146,140,287,Estimate
29,2017,2,Delta,139,133,272,Estimate
29,2017,3,Delta,146,139,285,Estimate
29,2017,4,Delta,157,150,306,Estimate
31,2017,0,Denver,4585,4391,8977,Estimate
31,2017,1,Denver,4771,4566,9337,Estimate
31,2017,2,Denver,4626,4427,9053,Estimate
31,2017,3,Denver,4466,4275,8741,Estimate
31,2017,4,Denver,4270,4090,8360,Estimate
33,2017,0,Dolores,6,6,12,Estimate
33,2017,1,Dolores,8,8,16,Estimate
33,2017,2,Dolores,10,10,20,Estimate
33,2017,3,Dolores,8,8,16,Estimate
33,2017,4,Dolores,10,9,19,Estimate
35,2017,0,Douglas,1824,1744,3568,Estimate
35,2017,1,Douglas,1829,1751,3580,Estimate
35,2017,2,Douglas,1794,1719,3513,Estimate
35,2017,3,Douglas,1903,1823,3725,Estimate
35,2017,4,Douglas,1870,1792,3662,Estimate
37,2017,0,Eagle,303,289,592,Estimate
37,2017,1,Eagle,337,323,661,Estimate
37,2017,2,Eagle,324,311,635,Estimate
37,2017,3,Eagle,329,316,644,Estimate
37,2017,4,Eagle,301,290,591,Estimate
39,2017,0,Elbert,122,117,238,Estimate
39,2017,1,Elbert,119,115,234,Estimate
39,2017,2,Elbert,130,125,255,Estimate
39,2017,3,Elbert,121,117,238,Estimate
39,2017,4,Elbert,114,110,224,Estimate
41,2017,0,El Paso,4844,4628,9473,Estimate
41,2017,1,El Paso,4840,4629,9469,Estimate
41,2017,2,El Paso,4830,4621,9451,Estimate
41,2017,3,El Paso,4704,4500,9204,Estimate
41,2017,4,El Paso,4668,4467,9135,Estimate
43,2017,0,Fremont,199,190,388,Estimate
43,2017,1,Fremont,203,195,398,Estimate
43,2017,2,Fremont,208,200,408,Estimate
43,2017,3,Fremont,209,201,410,Estimate
43,2017,4,Fremont,185,178,363,Estimate
45,2017,0,Garfield,415,396,811,Estimate
45,2017,1,Garfield,421,402,823,Estimate
45,2017,2,Garfield,383,366,748,Estimate
45,2017,3,Garfield,381,364,746,Estimate
45,2017,4,Garfield,400,382,782,Estimate
47,2017,0,Gilpin,22,21,42,Estimate
47,2017,1,Gilpin,24,23,46,Estimate
47,2017,2,Gilpin,23,22,45,Estimate
47,2017,3,Gilpin,25,24,49,Estimate
47,2017,4,Gilpin,30,29,59,Estimate
49,2017,0,Grand,68,65,133,Estimate
49,2017,1,Grand,70,68,138,Estimate
49,2017,2,Grand,65,62,127,Estimate
49,2017,3,Grand,72,69,142,Estimate
49,2017,4,Grand,70,68,138,Estimate
51,2017,0,Gunnison,72,69,141,Estimate
51,2017,1,Gunnison,86,83,169,Estimate
51,2017,2,Gunnison,79,76,155,Estimate
51,2017,3,Gunnison,80,76,156,Estimate
51,2017,4,Gunnison,88,85,173,Estimate
53,2017,0,Hinsdale,2,2,4,Estimate
53,2017,1,Hinsdale,1,1,3,Estimate
53,2017,2,Hinsdale,4,4,8,Estimate
53,2017,3,Hinsdale,3,3,6,Estimate
53,2017,4,Hinsdale,5,5,10,Estimate
55,2017,0,Huerfano,23,22,46,Estimate
55,2017,1,Huerfano,25,24,49,Estimate
55,2017,2,Huerfano,31,30,62,Estimate
55,2017,3,Huerfano,24,23,47,Estimate
55,2017,4,Huerfano,29,28,57,Estimate
57,2017,0,Jackson,8,8,15,Estimate
57,2017,1,Jackson,6,6,13,Estimate
57,2017,2,Jackson,6,6,12,Estimate
57,2017,3,Jackson,9,9,18,Estimate
57,2017,4,Jackson,4,4,7,Estimate
59,2017,0,Jefferson,3064,2932,5996,Estimate
59,2017,1,Jefferson,3049,2918,5966,Estimate
59,2017,2,Jefferson,3068,2939,6007,Estimate
59,2017,3,Jefferson,3163,3033,6196,Estimate
59,2017,4,Jefferson,3082,2960,6041,Estimate
61,2017,0,Kiowa,9,9,18,Estimate
61,2017,1,Kiowa,10,10,20,Estimate
61,2017,2,Kiowa,7,7,15,Estimate
61,2017,3,Kiowa,10,10,20,Estimate
61,2017,4,Kiowa,8,8,16,Estimate
63,2017,0,Kit Carson,44,42,86,Estimate
63,2017,1,Kit Carson,44,42,86,Estimate
63,2017,2,Kit Carson,55,53,108,Estimate
63,2017,3,Kit Carson,43,42,85,Estimate
63,2017,4,Kit Carson,40,38,78,Estimate
65,2017,0,Lake,45,43,88,Estimate
65,2017,1,Lake,34,33,67,Estimate
65,2017,2,Lake,47,45,92,Estimate
65,2017,3,Lake,44,42,87,Estimate
65,2017,4,Lake,45,43,87,Estimate
67,2017,0,La Plata,252,241,492,Estimate
67,2017,1,La Plata,281,269,550,Estimate
67,2017,2,La Plata,287,274,561,Estimate
67,2017,3,La Plata,274,262,536,Estimate
67,2017,4,La Plata,248,237,486,Estimate
69,2017,0,Larimer,1751,1676,3427,Estimate
69,2017,1,Larimer,1847,1770,3617,Estimate
69,2017,2,Larimer,1905,1829,3733,Estimate
69,2017,3,Larimer,1984,1907,3891,Estimate
69,2017,4,Larimer,1968,1893,3862,Estimate
71,2017,0,Las Animas,76,72,148,Estimate
71,2017,1,Las Animas,69,66,135,Estimate
71,2017,2,Las Animas,67,64,131,Estimate
71,2017,3,Las Animas,63,61,124,Estimate
71,2017,4,Las Animas,75,72,147,Estimate
73,2017,0,Lincoln,27,26,53,Estimate
73,2017,1,Lincoln,27,26,53,Estimate
73,2017,2,Lincoln,36,35,70,Estimate
73,2017,3,Lincoln,27,26,53,Estimate
73,2017,4,Lincoln,38,37,75,Estimate
75,2017,0,Logan,120,114,234,Estimate
75,2017,1,Logan,111,106,216,Estimate
75,2017,2,Logan,107,103,210,Estimate
75,2017,3,Logan,118,113,231,Estimate
75,2017,4,Logan,122,117,239,Estimate
77,2017,0,Mesa,848,811,1659,Estimate
77,2017,1,Mesa,874,835,1709,Estimate
77,2017,2,Mesa,935,894,1830,Estimate
77,2017,3,Mesa,898,859,1756,Estimate
77,2017,4,Mesa,943,902,1845,Estimate
79,2017,0,Mineral,4,3,7,Estimate
79,2017,1,Mineral,4,4,8,Estimate
79,2017,2,Mineral,3,3,7,Estimate
79,2017,3,Mineral,3,3,6,Estimate
79,2017,4,Mineral,3,2,5,Estimate
81,2017,0,Moffat,91,87,177,Estimate
81,2017,1,Moffat,93,89,182,Estimate
81,2017,2,Moffat,99,95,194,Estimate
81,2017,3,Moffat,89,85,174,Estimate
81,2017,4,Moffat,96,92,187,Estimate
83,2017,0,Montezuma,131,125,256,Estimate
83,2017,1,Montezuma,156,149,305,Estimate
83,2017,2,Montezuma,173,166,339,Estimate
83,2017,3,Montezuma,172,165,336,Estimate
83,2017,4,Montezuma,158,151,309,Estimate
85,2017,0,Montrose,238,227,465,Estimate
85,2017,1,Montrose,214,205,419,Estimate
85,2017,2,Montrose,231,221,452,Estimate
85,2017,3,Montrose,246,235,481,Estimate
85,2017,4,Montrose,233,223,457,Estimate
87,2017,0,Morgan,206,197,403,Estimate
87,2017,1,Morgan,216,206,422,Estimate
87,2017,2,Morgan,229,219,448,Estimate
87,2017,3,Morgan,215,206,421,Estimate
87,2017,4,Morgan,204,196,400,Estimate
89,2017,0,Otero,113,108,220,Estimate
89,2017,1,Otero,120,115,235,Estimate
89,2017,2,Otero,104,98,202,Estimate
89,2017,3,Otero,116,112,228,Estimate
89,2017,4,Otero,103,99,201,Estimate
91,2017,0,Ouray,17,16,32,Estimate
91,2017,1,Ouray,20,19,38,Estimate
91,2017,2,Ouray,14,13,27,Estimate
91,2017,3,Ouray,21,20,41,Estimate
91,2017,4,Ouray,21,20,40,Estimate
93,2017,0,Park,63,60,122,Estimate
93,2017,1,Park,70,68,138,Estimate
93,2017,2,Park,72,70,142,Estimate
93,2017,3,Park,64,62,127,Estimate
93,2017,4,Park,67,65,131,Estimate
95,2017,0,Phillips,27,26,53,Estimate
95,2017,1,Phillips,35,33,68,Estimate
95,2017,2,Phillips,29,27,56,Estimate
95,2017,3,Phillips,33,32,65,Estimate
95,2017,4,Phillips,21,20,42,Estimate
97,2017,0,Pitkin,82,78,161,Estimate
97,2017,1,Pitkin,73,70,143,Estimate
97,2017,2,Pitkin,63,60,123,Estimate
97,2017,3,Pitkin,65,62,127,Estimate
97,2017,4,Pitkin,61,58,119,Estimate
99,2017,0,Prowers,83,79,162,Estimate
99,2017,1,Prowers,96,92,187,Estimate
99,2017,2,Prowers,85,82,167,Estimate
99,2017,3,Prowers,74,71,145,Estimate
99,2017,4,Prowers,85,81,166,Estimate
101,2017,0,Pueblo,919,879,1799,Estimate
101,2017,1,Pueblo,951,910,1861,Estimate
101,2017,2,Pueblo,965,924,1889,Estimate
101,2017,3,Pueblo,984,942,1926,Estimate
101,2017,4,Pueblo,945,905,1850,Estimate
103,2017,0,Rio Blanco,34,32,66,Estimate
103,2017,1,Rio Blanco,38,36,74,Estimate
103,2017,2,Rio Blanco,41,39,80,Estimate
103,2017,3,Rio Blanco,35,33,68,Estimate
103,2017,4,Rio Blanco,40,38,78,Estimate
105,2017,0,Rio Grande,61,58,119,Estimate
105,2017,1,Rio Grande,71,68,139,Estimate
105,2017,2,Rio Grande,65,63,128,Estimate
105,2017,3,Rio Grande,76,73,148,Estimate
105,2017,4,Rio Grande,76,73,148,Estimate
107,2017,0,Routt,121,116,238,Estimate
107,2017,1,Routt,133,128,261,Estimate
107,2017,2,Routt,121,116,237,Estimate
107,2017,3,Routt,122,118,240,Estimate
107,2017,4,Routt,123,119,243,Estimate
109,2017,0,Saguache,35,34,69,Estimate
109,2017,1,Saguache,43,41,83,Estimate
109,2017,2,Saguache,43,42,85,Estimate
109,2017,3,Saguache,32,30,62,Estimate
109,2017,4,Saguache,41,39,79,Estimate
111,2017,0,San Juan,3,3,6,Estimate
111,2017,1,San Juan,3,3,5,Estimate
111,2017,2,San Juan,3,3,6,Estimate
111,2017,3,San Juan,4,4,7,Estimate
111,2017,4,San Juan,1,1,2,Estimate
113,2017,0,San Miguel,36,34,70,Estimate
113,2017,1,San Miguel,37,36,73,Estimate
113,2017,2,San Miguel,39,37,76,Estimate
113,2017,3,San Miguel,41,40,80,Estimate
113,2017,4,San Miguel,42,40,82,Estimate
115,2017,0,Sedgwick,10,9,19,Estimate
115,2017,1,Sedgwick,15,14,29,Estimate
115,2017,2,Sedgwick,13,12,25,Estimate
115,2017,3,Sedgwick,14,13,27,Estimate
115,2017,4,Sedgwick,14,14,28,Estimate
117,2017,0,Summit,141,135,276,Estimate
117,2017,1,Summit,144,137,281,Estimate
117,2017,2,Summit,128,123,251,Estimate
117,2017,3,Summit,124,118,242,Estimate
117,2017,4,Summit,109,104,214,Estimate
119,2017,0,Teller,95,91,185,Estimate
119,2017,1,Teller,105,100,205,Estimate
119,2017,2,Teller,107,103,211,Estimate
119,2017,3,Teller,112,107,219,Estimate
119,2017,4,Teller,100,96,196,Estimate
121,2017,0,Washington,24,23,47,Estimate
121,2017,1,Washington,31,30,60,Estimate
121,2017,2,Washington,27,25,52,Estimate
121,2017,3,Washington,27,26,53,Estimate
121,2017,4,Washington,22,21,42,Estimate
123,2017,0,Weld,2260,2163,4423,Estimate
123,2017,1,Weld,2278,2184,4462,Estimate
123,2017,2,Weld,2243,2153,4396,Estimate
123,2017,3,Weld,2211,2125,4336,Estimate
123,2017,4,Weld,2173,2093,4266,Estimate
125,2017,0,Yuma,74,70,144,Estimate
125,2017,1,Yuma,74,71,145,Estimate
125,2017,2,Yuma,72,69,141,Estimate
125,2017,3,Yuma,73,70,143,Estimate
125,2017,4,Yuma,73,70,143,Estimate
1,2018,0,Adams,3678,3532,7210,Forecast
1,2018,1,Adams,3662,3507,7168,Forecast
1,2018,2,Adams,3654,3496,7150,Forecast
1,2018,3,Adams,3761,3603,7364,Forecast
1,2018,4,Adams,3608,3462,7070,Forecast
3,2018,0,Alamosa,102,98,200,Forecast
3,2018,1,Alamosa,102,98,200,Forecast
3,2018,2,Alamosa,105,100,205,Forecast
3,2018,3,Alamosa,113,109,222,Forecast
3,2018,4,Alamosa,126,121,247,Forecast
5,2018,0,Arapahoe,3967,3804,7770,Forecast
5,2018,1,Arapahoe,4059,3885,7944,Forecast
5,2018,2,Arapahoe,4214,4032,8246,Forecast
5,2018,3,Arapahoe,4286,4105,8391,Forecast
5,2018,4,Arapahoe,4206,4034,8240,Forecast
7,2018,0,Archuleta,63,60,123,Forecast
7,2018,1,Archuleta,71,68,139,Forecast
7,2018,2,Archuleta,63,60,124,Forecast
7,2018,3,Archuleta,65,62,127,Forecast
7,2018,4,Archuleta,61,59,120,Forecast
9,2018,0,Baca,21,20,40,Forecast
9,2018,1,Baca,21,20,40,Forecast
9,2018,2,Baca,20,19,39,Forecast
9,2018,3,Baca,17,17,34,Forecast
9,2018,4,Baca,20,19,39,Forecast
11,2018,0,Bent,25,24,48,Forecast
11,2018,1,Bent,23,22,45,Forecast
11,2018,2,Bent,19,18,37,Forecast
11,2018,3,Bent,24,23,47,Forecast
11,2018,4,Bent,20,19,39,Forecast
13,2018,0,Boulder,1423,1362,2785,Forecast
13,2018,1,Boulder,1354,1296,2650,Forecast
13,2018,2,Boulder,1474,1410,2884,Forecast
13,2018,3,Boulder,1509,1446,2955,Forecast
13,2018,4,Boulder,1570,1505,3075,Forecast
14,2018,0,Broomfield,348,333,681,Forecast
14,2018,1,Broomfield,363,348,711,Forecast
14,2018,2,Broomfield,402,386,788,Forecast
14,2018,3,Broomfield,387,373,760,Forecast
14,2018,4,Broomfield,409,394,804,Forecast
15,2018,0,Chaffee,75,72,147,Forecast
15,2018,1,Chaffee,74,71,144,Forecast
15,2018,2,Chaffee,80,77,158,Forecast
15,2018,3,Chaffee,85,82,167,Forecast
15,2018,4,Chaffee,90,86,176,Forecast
17,2018,0,Cheyenne,14,13,27,Forecast
17,2018,1,Cheyenne,11,10,21,Forecast
17,2018,2,Cheyenne,14,13,26,Forecast
17,2018,3,Cheyenne,15,14,29,Forecast
17,2018,4,Cheyenne,14,13,27,Forecast
19,2018,0,Clear Creek,43,41,85,Forecast
19,2018,1,Clear Creek,42,40,82,Forecast
19,2018,2,Clear Creek,42,41,83,Forecast
19,2018,3,Clear Creek,38,36,74,Forecast
19,2018,4,Clear Creek,49,47,96,Forecast
21,2018,0,Conejos,51,49,100,Forecast
21,2018,1,Conejos,50,48,98,Forecast
21,2018,2,Conejos,51,48,99,Forecast
21,2018,3,Conejos,60,57,117,Forecast
21,2018,4,Conejos,63,60,124,Forecast
23,2018,0,Costilla,17,16,33,Forecast
23,2018,1,Costilla,22,21,42,Forecast
23,2018,2,Costilla,18,17,35,Forecast
23,2018,3,Costilla,17,17,34,Forecast
23,2018,4,Costilla,17,17,34,Forecast
25,2018,0,Crowley,13,13,26,Forecast
25,2018,1,Crowley,17,16,33,Forecast
25,2018,2,Crowley,14,13,27,Forecast
25,2018,3,Crowley,21,20,42,Forecast
25,2018,4,Crowley,16,16,32,Forecast
27,2018,0,Custer,12,11,23,Forecast
27,2018,1,Custer,22,21,42,Forecast
27,2018,2,Custer,13,12,25,Forecast
27,2018,3,Custer,18,17,35,Forecast
27,2018,4,Custer,16,16,32,Forecast
29,2018,0,Delta,149,143,292,Forecast
29,2018,1,Delta,144,138,282,Forecast
29,2018,2,Delta,147,140,287,Forecast
29,2018,3,Delta,139,133,273,Forecast
29,2018,4,Delta,146,140,287,Forecast
31,2018,0,Denver,4569,4376,8945,Forecast
31,2018,1,Denver,4411,4222,8634,Forecast
31,2018,2,Denver,4597,4399,8997,Forecast
31,2018,3,Denver,4454,4264,8718,Forecast
31,2018,4,Denver,4290,4110,8400,Forecast
33,2018,0,Dolores,7,7,13,Forecast
33,2018,1,Dolores,7,6,13,Forecast
33,2018,2,Dolores,9,8,17,Forecast
33,2018,3,Dolores,11,10,21,Forecast
33,2018,4,Dolores,9,8,17,Forecast
35,2018,0,Douglas,1842,1761,3602,Forecast
35,2018,1,Douglas,1834,1755,3588,Forecast
35,2018,2,Douglas,1845,1766,3611,Forecast
35,2018,3,Douglas,1808,1732,3541,Forecast
35,2018,4,Douglas,1916,1837,3753,Forecast
37,2018,0,Eagle,281,268,549,Forecast
37,2018,1,Eagle,302,289,591,Forecast
37,2018,2,Eagle,336,322,659,Forecast
37,2018,3,Eagle,323,310,634,Forecast
37,2018,4,Eagle,327,315,642,Forecast
39,2018,0,Elbert,129,123,252,Forecast
39,2018,1,Elbert,132,127,260,Forecast
39,2018,2,Elbert,132,128,260,Forecast
39,2018,3,Elbert,142,137,279,Forecast
39,2018,4,Elbert,133,130,263,Forecast
41,2018,0,El Paso,4710,4500,9211,Forecast
41,2018,1,El Paso,4815,4605,9420,Forecast
41,2018,2,El Paso,4835,4625,9460,Forecast
41,2018,3,El Paso,4828,4619,9447,Forecast
41,2018,4,El Paso,4702,4500,9202,Forecast
43,2018,0,Fremont,194,185,378,Forecast
43,2018,1,Fremont,199,191,390,Forecast
43,2018,2,Fremont,206,198,404,Forecast
43,2018,3,Fremont,211,202,413,Forecast
43,2018,4,Fremont,211,203,414,Forecast
45,2018,0,Garfield,413,395,808,Forecast
45,2018,1,Garfield,413,395,808,Forecast
45,2018,2,Garfield,421,402,823,Forecast
45,2018,3,Garfield,382,366,748,Forecast
45,2018,4,Garfield,381,364,745,Forecast
47,2018,0,Gilpin,22,21,43,Forecast
47,2018,1,Gilpin,22,21,43,Forecast
47,2018,2,Gilpin,24,23,48,Forecast
47,2018,3,Gilpin,24,23,46,Forecast
47,2018,4,Gilpin,26,25,50,Forecast
49,2018,0,Grand,71,68,140,Forecast
49,2018,1,Grand,70,67,137,Forecast
49,2018,2,Grand,73,70,143,Forecast
49,2018,3,Grand,68,65,133,Forecast
49,2018,4,Grand,75,72,147,Forecast
51,2018,0,Gunnison,84,81,165,Forecast
51,2018,1,Gunnison,74,71,145,Forecast
51,2018,2,Gunnison,88,85,173,Forecast
51,2018,3,Gunnison,81,78,159,Forecast
51,2018,4,Gunnison,82,79,160,Forecast
53,2018,0,Hinsdale,3,3,6,Forecast
53,2018,1,Hinsdale,2,2,5,Forecast
53,2018,2,Hinsdale,2,2,3,Forecast
53,2018,3,Hinsdale,4,4,8,Forecast
53,2018,4,Hinsdale,3,3,7,Forecast
55,2018,0,Huerfano,24,23,48,Forecast
55,2018,1,Huerfano,24,23,47,Forecast
55,2018,2,Huerfano,25,24,50,Forecast
55,2018,3,Huerfano,32,31,63,Forecast
55,2018,4,Huerfano,25,24,49,Forecast
57,2018,0,Jackson,7,6,13,Forecast
57,2018,1,Jackson,8,8,16,Forecast
57,2018,2,Jackson,7,6,13,Forecast
57,2018,3,Jackson,6,6,13,Forecast
57,2018,4,Jackson,9,9,18,Forecast
59,2018,0,Jefferson,3172,3034,6206,Forecast
59,2018,1,Jefferson,3075,2942,6017,Forecast
59,2018,2,Jefferson,3080,2950,6030,Forecast
59,2018,3,Jefferson,3100,2972,6071,Forecast
59,2018,4,Jefferson,3194,3066,6260,Forecast
61,2018,0,Kiowa,10,10,20,Forecast
61,2018,1,Kiowa,9,9,18,Forecast
61,2018,2,Kiowa,10,10,20,Forecast
61,2018,3,Kiowa,8,7,15,Forecast
61,2018,4,Kiowa,10,10,20,Forecast
63,2018,0,Kit Carson,47,45,92,Forecast
63,2018,1,Kit Carson,44,42,86,Forecast
63,2018,2,Kit Carson,44,42,86,Forecast
