,ZIP,Age_Group,CLEANED_CAPA_GAGR,GEO.id2,CLEANED_POP_GAGR,comparison
240,80439,3-4,-0.01000409919329015,80439.0,0.009104891934841985,-0.019108991128132136
242,80440,3-4,0.0,80440.0,0.07067336915355948,-0.07067336915355948
244,80442,3-4,0.0,80442.0,0.02956301409869999,-0.02956301409869999
246,80443,3-4,0.0,80443.0,0.0206207261596576,-0.0206207261596576
248,80444,3-4,0.0,80444.0,0.0,0.0
250,80446,3-4,-0.030464028516734243,80446.0,0.03509833901353132,-0.06556236753026556
252,80452,3-4,0.0,80452.0,0.0070176299560269495,-0.0070176299560269495
254,80454,3-4,0.0,80454.0,0.014185105674219933,-0.014185105674219933
256,80459,3-4,-0.11438511445990474,80459.0,0.03175390914319198,-0.14613902360309672
258,80461,3-4,-0.05282374547138424,80461.0,-0.06246019192796659,0.009636446456582348
260,80465,3-4,-0.01290376641435087,80465.0,0.008826296472242312,-0.021730062886593182
262,80466,3-4,0.03244082926532199,80466.0,-0.027655130391204596,0.06009595965652659
264,80467,3-4,Capacity growed from 0,80467.0,0.028991510855053138,Capacity growed from 0
266,80469,3-4,Capacity growed from 0,80469.0,0.0,Capacity growed from 0
268,80470,3-4,0.0,80470.0,0.011050059206873408,-0.011050059206873408
270,80477,3-4,-0.07067962271541484,80477.0,0.0,-0.07067962271541484
272,80478,3-4,0.0,80478.0,0.044465935734187,-0.044465935734187
273,80480,3-4,0.0,80480.0,0.10096376512636063,-0.10096376512636063
275,80483,3-4,0.0,80483.0,0.0425720702853738,-0.0425720702853738
277,80487,3-4,-0.011806789339127155,80487.0,0.03170091579925294,-0.04350770513838009
279,80498,3-4,0.03279555898864439,80498.0,0.015504800579495104,0.017290758409149287
281,80501,3-4,0.004681673533333708,80501.0,-0.02817468419244995,0.03285635772578366
283,80503,3-4,-0.019993326096700126,80503.0,-0.028486874247115268,0.008493548150415142
285,80504,3-4,0.030925740183743278,80504.0,0.06853159828631772,-0.03760585810257444
287,80511,3-4,0.15470053837925146,80511.0,0.0,0.15470053837925146
288,80512,3-4,0.0,80512.0,0.0,0.0
290,80513,3-4,-0.06417074339624973,80513.0,0.012975519440166172,-0.0771462628364159
292,80514,3-4,0.6329931618554521,80514.0,0.06764232768289014,0.5653508341725619
294,80516,3-4,0.022497702290447785,80516.0,-0.028272242323078456,0.05076994461352624
296,80517,3-4,-0.03867906969915469,80517.0,0.012903759482620236,-0.051582829181774925
298,80520,3-4,-1.0,80520.0,0.06255929625810364,-1.0625592962581036
300,80521,3-4,-0.034363062418174994,80521.0,0.013023804490506219,-0.04738686690868121
302,80524,3-4,-0.012199954393675272,80524.0,0.012821036320288526,-0.025020990713963798
304,80525,3-4,0.006722764780093593,80525.0,0.012749846534487963,-0.00602708175439437
306,80526,3-4,0.00036463082342130804,80526.0,0.012655764864451635,-0.012291134041030327
308,80528,3-4,0.0021810276726825784,80528.0,0.012566950277251632,-0.010385922604569053
310,80530,3-4,-0.0059113818443740085,80530.0,0.06818801763811266,-0.07409939948248667
312,80534,3-4,-0.06086890525616495,80534.0,0.0686888764942073,-0.12955778175037225
314,80535,3-4,-0.07417990022744858,80535.0,0.012121654694947859,-0.08630155492239644
316,80537,3-4,0.02498548189485983,80537.0,0.01299404818088612,0.01199143371397371
318,80538,3-4,-0.024869011436746247,80538.0,0.013013277194435124,-0.03788228863118137
320,80540,3-4,-0.22979201576259234,80540.0,-0.02882451730811375,-0.2009674984544786
322,80542,3-4,0.0,80542.0,0.06791827318491328,-0.06791827318491328
324,80543,3-4,0.0,80543.0,0.06975933122266698,-0.06975933122266698
326,80544,3-4,-1.0,80544.0,0.0,-1.0
327,80545,3-4,0.0,80545.0,0.0,0.0
329,80547,3-4,0.030776406404415146,80547.0,0.010811125005449673,0.019965281398965473
331,80549,3-4,-0.04179883834751541,80549.0,0.013197931457214596,-0.054996769804730006
333,80550,3-4,0.004214093680200204,80550.0,0.06860180344392441,-0.06438770976372421
335,80601,3-4,0.03694038658049248,80601.0,0.0021119347706248792,0.0348284518098676
337,80602,3-4,-0.0013063362859666583,80602.0,0.00197628651277304,-0.0032826227987396983
339,80603,3-4,-0.12188592008247723,80603.0,0.06873843145195502,-0.19062435153443225
341,80610,3-4,0.04403065089105507,80610.0,0.06964673801407173,-0.025616087123016662
342,80611,3-4,0.0,80611.0,0.07238052947636087,-0.07238052947636087
346,80615,3-4,-0.007926148759181628,80615.0,0.06934454590068095,-0.07727069465986258
348,80620,3-4,0.4337208778404378,80620.0,0.0688311372709911,0.3648897405694467
350,80621,3-4,0.056892272937854704,80621.0,0.06864953764998494,-0.011757264712130233
351,80623,3-4,0.0,80623.0,0.06718737290547483,-0.06718737290547483
353,80631,3-4,0.06173884608663416,80631.0,0.06852095560609417,-0.006782109519460011
355,80634,3-4,-0.014158917174376895,80634.0,0.06875547584469222,-0.08291439301906911
357,80640,3-4,-0.05830341785148829,80640.0,0.0021436251823199193,-0.06044704303380821
359,80642,3-4,0.0,80642.0,0.0674899923282326,-0.0674899923282326
361,80643,3-4,-0.08348486100883201,80643.0,0.06992375527663786,-0.15340861628546987
363,80644,3-4,0.00995049383620783,80644.0,0.06574033851393768,-0.05578984467772985
365,80645,3-4,0.0,80645.0,0.0674899923282326,-0.0674899923282326
367,80650,3-4,-1.0,80650.0,0.07151675122143941,-1.0715167512214394
369,80651,3-4,-0.11359473957208166,80651.0,0.07100832094312493,-0.18460306051520659
371,80653,3-4,0.0,80653.0,0.0,0.0
373,80654,3-4,0.0,80654.0,0.013072450258955648,-0.013072450258955648
375,80701,3-4,0.12472678992138952,80701.0,0.015409228154401822,0.1093175617669877
377,80720,3-4,0.0,80720.0,0.09014026487486881,-0.09014026487486881
379,80723,3-4,-0.040754415566715885,80723.0,0.01568164077249068,-0.056436056339206564
381,80728,3-4,0.0,80728.0,0.0,0.0
382,80729,3-4,0.0,80729.0,0.09544511501033215,-0.09544511501033215
384,80731,3-4,0.0,80731.0,0.10096376512636063,-0.10096376512636063
386,80734,3-4,0.0,80734.0,0.10268267915529128,-0.10268267915529128
388,80735,3-4,0.0,80735.0,0.0,0.0
390,80736,3-4,0.0,80736.0,0.0,0.0
392,80737,3-4,0.0,80737.0,0.0,0.0
394,80741,3-4,0.0,80741.0,0.0,0.0
395,80742,3-4,0.0,80742.0,0.0,0.0
397,80743,3-4,0.12815214963553245,80743.0,0.07417231105914923,0.05397983857638322
399,80744,3-4,0.0,80744.0,0.0,0.0
401,80747,3-4,0.0,80747.0,0.0,0.0
403,80751,3-4,-0.018977056824054706,80751.0,-0.006349270542259977,-0.012627786281794728
405,80757,3-4,0.0,80757.0,0.09544511501033215,-0.09544511501033215
407,80758,3-4,-0.0207635068130676,80758.0,-0.009478886912702822,-0.011284619900364778
409,80759,3-4,-0.32685439910818703,80759.0,-0.007905262334318652,-0.3189491367738684
411,80801,3-4,0.0,80801.0,0.0,0.0
413,80805,3-4,0.0,80805.0,0.0,0.0
415,80807,3-4,-0.03923107716947716,80807.0,0.01721296797780858,-0.05644404514728574
417,80808,3-4,0.0,80808.0,0.018238584984344497,-0.018238584984344497
418,80809,3-4,0.0,80809.0,0.0,0.0
420,80810,3-4,0.03279555898864439,80810.0,0.0206207261596576,0.012174832828986792
422,80813,3-4,-0.11808289631180313,80813.0,0.04802703006063025,-0.16610992637243338
424,80814,3-4,0.0,80814.0,0.04582503316759445,-0.04582503316759445
426,80815,3-4,-0.1229419806929708,80815.0,0.03279555898864439,-0.1557375396816152
428,80816,3-4,0.10554159678513342,80816.0,0.04677823862127739,0.05876335816385603
430,80817,3-4,0.02825414672535098,80817.0,0.018512637870153448,0.009741508855197534
431,80821,3-4,0.0,80821.0,0.022991509205710248,-0.022991509205710248
433,80822,3-4,0.0,80822.0,0.0,0.0
434,80823,3-4,0.0,80823.0,0.0,0.0
435,80825,3-4,0.0,80825.0,0.025978352085153977,-0.025978352085153977
437,80827,3-4,0.22474487139158894,80827.0,0.0,0.22474487139158894
439,80828,3-4,0.20646407139025724,80828.0,0.022991509205710248,0.183472562184547
441,80829,3-4,0.0,80829.0,0.01881042571437397,-0.01881042571437397
443,80831,3-4,0.012658731758320219,80831.0,0.019135105683423914,-0.006476373925103696
445,80833,3-4,0.0,80833.0,0.0,0.0
447,80834,3-4,0.0,80834.0,0.0,0.0
449,80835,3-4,0.0,80835.0,0.1690451944500122,-0.1690451944500122
450,80836,3-4,0.0,80836.0,0.01242283656582921,-0.01242283656582921
452,80863,3-4,0.020042072641866193,80863.0,0.046422476822817416,-0.026380404180951222
454,80864,3-4,0.0,80864.0,0.023532631438317964,-0.023532631438317964
457,80902,3-4,0.0,80902.0,0.018396721421620077,-0.018396721421620077
459,80903,3-4,-0.02363384404808322,80903.0,0.01793864993064509,-0.04157249397872831
461,80904,3-4,0.0026990602396141927,80904.0,0.018084647936979614,-0.015385587697365422
463,80905,3-4,-0.08395300821801999,80905.0,0.018615868765163412,-0.1025688769831834
465,80906,3-4,-0.004645186406697865,80906.0,0.01897934828794745,-0.023624534694645316
467,80907,3-4,0.14535058256817046,80907.0,0.01904933073013626,0.1263012518380342
469,80908,3-4,-0.05073770690135326,80908.0,0.01879359018586002,-0.06953129708721328
471,80909,3-4,0.020951135179060554,80909.0,0.018834046196049004,0.0021170889830115502
473,80910,3-4,-0.022260339984464195,80910.0,0.018783503327483686,-0.04104384331194788
475,80911,3-4,-0.02795411199919562,80911.0,0.018615868765163412,-0.04656998076435903
477,80913,3-4,0.01036297108184514,80913.0,0.03509833901353132,-0.02473536793168618
479,80915,3-4,-0.06385704277410897,80915.0,0.018385671050020314,-0.08224271382412929
481,80916,3-4,-0.02813402629824502,80916.0,0.018688143191126327,-0.046822169489371346
483,80917,3-4,0.005908470911668795,80917.0,0.018889392044268316,-0.012980921132599521
485,80918,3-4,-0.05046273515563582,80918.0,0.018776784768928412,-0.06923951992456423
487,80919,3-4,0.014052211078134258,80919.0,0.018479345701174932,-0.004427134623040674
489,80920,3-4,0.048611015696794935,80920.0,0.018595156279733738,0.030015859417061197
491,80921,3-4,-0.025551669122703347,80921.0,0.018676580110365437,-0.044228249233068784
493,80922,3-4,0.06762653693706389,80922.0,0.018510008474456496,0.04911652846260739
495,80923,3-4,-0.10204237277718287,80923.0,0.018767069048204466,-0.12080944182538733
497,80924,3-4,0.7677669529663689,80924.0,0.0175232357806554,0.7502437171857135
499,80925,3-4,0.04083299973306631,80925.0,0.019178283508979543,0.021654716224086767
501,80927,3-4,0.22474487139158894,80927.0,0.017700489198214875,0.20704438219337407
503,80951,3-4,0.0,80951.0,0.01890526494434086,-0.01890526494434086
505,81001,3-4,-0.053225697989553344,81001.0,-0.00306279433008938,-0.050162903659463964
507,81003,3-4,-0.055356535624400016,81003.0,-0.0019398660362432985,-0.05341666958815672
509,81004,3-4,0.20624097967116928,81004.0,-0.002812945094096131,0.2090539247652654
511,81005,3-4,0.0016992365696488765,81005.0,-0.0028818503725114297,0.004581086942160306
513,81006,3-4,0.0,81006.0,-0.0023612783838408147,0.0023612783838408147
515,81007,3-4,0.054364191727531486,81007.0,-0.003134803951742038,0.057498995679273524
517,81008,3-4,-0.07479731950236979,81008.0,-0.0034904120456153986,-0.07130690745675439
521,81020,3-4,0.0,81020.0,0.0,0.0
522,81022,3-4,0.0,81022.0,0.0,0.0
523,81023,3-4,Capacity growed from 0,81023.0,0.0,Capacity growed from 0
525,81025,3-4,0.0,81025.0,0.0,0.0
527,81029,3-4,0.0,81029.0,-0.1339745962155614,0.1339745962155614
529,81030,3-4,0.0,81030.0,0.0,0.0
531,81036,3-4,-0.06905066374873725,81036.0,0.11500818079655506,-0.1840588445452923
533,81039,3-4,-0.2928932188134524,81039.0,-0.023532708129441082,-0.26936051068401135
534,81040,3-4,-0.1339745962155614,81040.0,0.0,-0.1339745962155614
535,81041,3-4,0.0,81041.0,0.0206207261596576,-0.0206207261596576
537,81047,3-4,0.07605517369794068,81047.0,0.0242950394631678,0.05176013423477288
538,81049,3-4,0.0,81049.0,0.0,0.0
540,81050,3-4,0.025192863886237316,81050.0,-0.021980706156348506,0.04717357004258582
542,81052,3-4,-0.023258996199224224,81052.0,0.02799248973519508,-0.051251485934419305
544,81054,3-4,-0.003883509816495434,81054.0,-0.04446691409409087,0.040583404277595436
546,81055,3-4,-0.025320565519103666,81055.0,0.04880884817015163,-0.0741294136892553
548,81057,3-4,0.0,81057.0,-0.03923107716947716,0.03923107716947716
550,81058,3-4,0.0,81058.0,-0.033908216920704115,0.033908216920704115
552,81063,3-4,0.0,81063.0,0.03390788624585861,-0.03390788624585861
553,81064,3-4,0.0,81064.0,0.0,0.0
555,81067,3-4,-0.06386748479635351,81067.0,-0.020341108536159447,-0.043526376260194066
556,81069,3-4,0.0,81069.0,0.0,0.0
558,81073,3-4,0.0,81073.0,-0.08298904537127205,0.08298904537127205
560,81077,3-4,0.0,81077.0,-0.019419324309079777,0.019419324309079777
562,81082,3-4,-0.08943333431260259,81082.0,-0.024593928638650064,-0.06483940567395252
563,81087,3-4,0.0,81087.0,-0.10557280900008414,0.10557280900008414
565,81089,3-4,-0.07542511948603137,81089.0,0.03509833901353132,-0.11052345849956269
566,81090,3-4,0.0,81090.0,-0.09110674085361425,0.09110674085361425
568,81091,3-4,-0.06458565330651467,81091.0,0.0,-0.06458565330651467
570,81092,3-4,0.0,81092.0,0.023532631438317964,-0.023532631438317964
572,81101,3-4,-0.14633012212106833,81101.0,-0.038568836683202656,-0.10776128543786567
577,81121,3-4,Capacity growed from 0,81121.0,0.0,Capacity growed from 0
579,81122,3-4,0.0,81122.0,0.0077822185373186414,-0.0077822185373186414
581,81123,3-4,-0.06564681569768649,81123.0,0.01273936708366663,-0.07838618278135312
583,81125,3-4,-0.05985587927066438,81125.0,-0.04331079378507907,-0.01654508548558531
585,81129,3-4,0.0,81129.0,0.0,0.0
587,81130,3-4,0.0,81130.0,0.09544511501033215,-0.09544511501033215
589,81132,3-4,-0.03479332180929684,81132.0,-0.047646733514266515,0.012853411704969675
591,81137,3-4,1.260776661041756,81137.0,0.009508930250137437,1.2512677307916185
593,81140,3-4,0.0,81140.0,-0.042061035961304394,0.042061035961304394
595,81143,3-4,0.15470053837925146,81143.0,0.06066017177982119,0.09404036659943027
597,81144,3-4,-0.029857499854668124,81144.0,-0.04197692137502129,0.012119421520353169
598,81146,3-4,0.0,81146.0,-0.032795848350648416,0.032795848350648416
600,81147,3-4,-0.05024170636601932,81147.0,0.01954582251634296,-0.06978752888236228
602,81149,3-4,0.0,81149.0,0.08711461300921797,-0.08711461300921797
604,81151,3-4,0.0,81151.0,-0.0425728922436619,0.0425728922436619
606,81152,3-4,0.0,81152.0,0.0,0.0
608,81201,3-4,-0.0067797391884887315,81201.0,0.02703189850556509,-0.03381163769405382
610,81211,3-4,0.110874679336733,81211.0,0.026814406836482174,0.08406027250025083
612,81212,3-4,-0.019009125305281205,81212.0,0.034958072282212704,-0.05396719758749391
614,81223,3-4,0.0,81223.0,0.0,0.0
616,81224,3-4,0.0,81224.0,0.010811125005449673,-0.010811125005449673
618,81226,3-4,0.14736903226578835,81226.0,0.03509833901353132,0.11227069325225703
620,81230,3-4,-0.03452454347981626,81230.0,0.012270397682699885,-0.046794941162516146
622,81235,3-4,0.0,81235.0,-0.16794970566215628,0.16794970566215628
624,81240,3-4,0.7320508075688772,81240.0,0.03618734335366014,0.695863464215217
626,81252,3-4,0.0,81252.0,0.04293782089135778,-0.04293782089135778
628,81301,3-4,-0.012328588947153163,81301.0,0.009342028778164257,-0.02167061772531742
630,81303,3-4,-0.1339745962155614,81303.0,0.008942055747646727,-0.14291665196320813
632,81321,3-4,0.007380173923834388,81321.0,0.04083299973306631,-0.03345282580923192
634,81323,3-4,0.0,81323.0,0.04036192797337135,-0.04036192797337135
636,81324,3-4,0.0,81324.0,-0.057190958417936644,0.057190958417936644
638,81326,3-4,0.0,81326.0,0.014185105674219933,-0.014185105674219933
640,81328,3-4,0.0,81328.0,0.04083299973306631,-0.04083299973306631
642,81332,3-4,-1.0,81332.0,0.0,-1.0
644,81401,3-4,-0.02731542203006454,81401.0,-0.021176605257496872,-0.006138816772567668
648,81403,3-4,0.0,81403.0,-0.021054989627439125,0.021054989627439125
650,81410,3-4,-0.2928932188134524,81410.0,-0.037749551350623745,-0.2551436674628287
651,81413,3-4,0.0,81413.0,-0.04001634000834142,0.04001634000834142
653,81415,3-4,0.0,81415.0,-0.03923107716947716,0.03923107716947716
655,81416,3-4,-0.02083561819378965,81416.0,-0.0425728922436619,0.021737274049872246
657,81418,3-4,0.0,81418.0,-0.0438171125324851,0.0438171125324851
659,81419,3-4,-0.15757646082576804,81419.0,-0.03923107716947716,-0.11834538365629088
661,81422,3-4,0.41421356237309515,81422.0,-0.033908216920704115,0.44812177929379926
663,81423,3-4,0.0,81423.0,-0.008368347957098954,0.008368347957098954
665,81425,3-4,-0.12357776042082003,81425.0,-0.021311425783868243,-0.10226633463695178
667,81427,3-4,0.0,81427.0,0.0,0.0
669,81428,3-4,0.0,81428.0,-0.04117006789020328,0.04117006789020328
670,81429,3-4,0.0,81429.0,0.0,0.0
672,81432,3-4,0.21335164821341968,81432.0,0.0,0.21335164821341968
674,81433,3-4,0.0,81433.0,0.044465935734187,-0.044465935734187
676,81435,3-4,-0.07159260100564546,81435.0,-0.01169630879647543,-0.05989629220917003
678,81501,3-4,0.004895324333857198,81501.0,-0.021442000913713066,0.026337325247570265
680,81503,3-4,-0.2564641713708178,81503.0,-0.021843507685610608,-0.23462066368520718
682,81504,3-4,0.12359818664526956,81504.0,-0.021389579300417516,0.14498776594568707
684,81505,3-4,-0.4161257918788578,81505.0,-0.0208046520679519,-0.3953211398109059
686,81506,3-4,-0.018654487770124573,81506.0,-0.02206891533748334,0.0034144275673587687
688,81507,3-4,0.7677669529663689,81507.0,-0.02114403724761449,0.7889109902139834
690,81520,3-4,0.23490890352284688,81520.0,-0.021354773744213573,0.25626367726706045
692,81521,3-4,-0.02774038765389819,81521.0,-0.02174172770590488,-0.005998659947993312
693,81524,3-4,0.0,81524.0,-0.023718790511668253,0.023718790511668253
695,81526,3-4,0.04802703006063025,81526.0,-0.021507890419836695,0.06953492048046694
697,81601,3-4,0.0,81601.0,-0.011229301710186212,0.011229301710186212
699,81611,3-4,-0.00145032708664794,81611.0,-0.036156608758333264,0.034706281671685324
701,81615,3-4,0.0,81615.0,0.0,0.0
703,81620,3-4,0.0,81620.0,-0.002607566367848091,0.002607566367848091
