PROVIDERID,ZIP,SERVICETYPEBYAGE,COORDINATES
1680045,80205,FCC/DC/CCC,"[39.765988, -104.97246799999999]"
1680111,80016,FCC/DC/CCC,"[39.586085, -104.79534699999999]"
1680218,80501,FCC/DC/CCC,"[40.154798, -105.112276]"
1680737,80011,School-Age Facility,"[39.717419, -104.786839]"
1680873,80249,FCC/DC/CCC,"[39.779307, -104.74693]"
1680898,80501,School-Age Facility,"[40.154358, -105.120337]"
1680902,80504,School-Age Facility,"[40.174966, -105.08738999999998]"
1681299,80536,School-Age Facility,"[40.728165999999995, -105.462294]"
1681509,80126,FCC/DC/CCC,"[39.538858000000005, -104.96163899999999]"
1681628,80241,FCC/DC/CCC,"[39.938686, -104.966606]"
1681638,80238,FCC/DC/CCC,"[39.789636, -104.892789]"
1681659,80013,School-Age Facility,"[39.662963, -104.79956700000001]"
1681799,80118,School-Age Facility,"[39.232093, -104.90425]"
1681844,81122,FCC/DC/CCC,"[37.245290999999995, -107.592298]"
1681864,80021,FCC/DC/CCC,"[39.887978000000004, -105.09613999999999]"
1682030,80530,School-Age Facility,"[40.098108, -104.932806]"
1682158,80443,School-Age Facility,"[39.500174, -106.16371799999999]"
1682213,80005,School-Age Facility,"[39.837159, -105.09198899999998]"
1682357,80620,FCC/DC/CCC,"[40.366349, -104.720874]"
1682374,81615,School-Age Facility,"[39.214478, -106.938286]"
1682583,80241,FCC/DC/CCC,"[39.92908, -104.938612]"
1682929,80127,School-Age Facility,"[39.583591999999996, -105.16041200000001]"
1682966,80549,FCC/DC/CCC,"[40.688792, -104.996475]"
1683058,80127,FCC/DC/CCC,"[39.577312, -105.116881]"
1683061,80015,FCC/DC/CCC,"[39.614958, -104.754628]"
1683111,81401,FCC/DC/CCC,"[38.464261, -107.83556000000002]"
1683128,80917,FCC/DC/CCC,"[38.881156, -104.735578]"
1683140,80303,Infant/Toddler Facility,"[40.012271000000005, -105.235321]"
1683183,81601,FCC/DC/CCC,"[39.564532, -107.36821100000002]"
1683189,80303,School-Age Facility,"[40.0142, -105.21165500000001]"
1683194,80303,FCC/DC/CCC,"[40.014067, -105.211051]"
1683217,80467,FCC/DC/CCC,"[40.226358000000005, -106.81158400000001]"
1683219,81521,School-Age Facility,"[39.163476, -108.73426699999999]"
1683315,80906,FCC/DC/CCC,"[38.770127, -104.802029]"
1683328,81007,FCC/DC/CCC,"[38.319722, -104.74170600000001]"
1683470,80010,School-Age Facility,"[39.735566, -104.860574]"
1683558,80014,FCC/DC/CCC,"[39.680386999999996, -104.821424]"
1683618,80014,FCC/DC/CCC,"[39.673332, -104.81201899999999]"
1683784,80221,FCC/DC/CCC,"[39.795128999999996, -105.01567800000001]"
1683794,80229,FCC/DC/CCC,"[39.872096, -104.959406]"
1684119,80813,School-Age Facility,"[38.751158000000004, -105.071097]"
1684134,80817,FCC/DC/CCC,"[38.697845, -104.690857]"
1684250,80906,FCC/DC/CCC,"[38.78418, -104.861025]"
1684262,80229,FCC/DC/CCC,"[39.863778, -104.94693500000001]"
1684300,80530,FCC/DC/CCC,"[40.100516, -104.928196]"
1684327,80920,FCC/DC/CCC,"[38.948927000000005, -104.781031]"
1684510,80260,FCC/DC/CCC,"[39.879466, -105.018844]"
1684542,80238,FCC/DC/CCC,"[39.764243, -104.88354]"
1684624,81650,FCC/DC/CCC,"[39.540811, -107.765515]"
1684683,80513,FCC/DC/CCC,"[40.317368, -105.08153100000001]"
1684794,80020,Infant/Toddler Facility,"[39.921732, -105.082973]"
1684888,81212,FCC/DC/CCC,"[38.454345, -105.212911]"
1684896,80204,FCC/DC/CCC,"[39.727003, -105.03098999999999]"
1684902,81611,FCC/DC/CCC,"[39.192855, -106.822604]"
1685167,81147,School-Age Facility,"[37.260618, -107.010025]"
1685302,80003,FCC/DC/CCC,"[39.83437, -105.07568]"
1685556,81401,FCC/DC/CCC,"[38.486160999999996, -107.84266699999999]"
1685592,81504,FCC/DC/CCC,"[39.101865999999994, -108.518375]"
1685630,80132,School-Age Facility,"[39.067167, -104.841723]"
1685805,80487,FCC/DC/CCC,"[40.504024, -106.907482]"
1685830,80126,FCC/DC/CCC,"[39.561537, -104.96268500000001]"
1685861,81637,FCC/DC/CCC,"[39.647915999999995, -106.83671499999998]"
1686076,80919,FCC/DC/CCC,"[38.919463, -104.865147]"
1686081,80216,School-Age Facility,"[39.785561, -104.95554299999999]"
1686128,80304,School-Age Facility,"[40.033042, -105.281379]"
1686190,80549,FCC/DC/CCC,"[40.708326, -105.00425600000001]"
1686336,80011,FCC/DC/CCC,"[39.740196000000005, -104.809433]"
1686355,80549,Infant/Toddler Facility,"[40.692838, -105.0138]"
1686385,80219,FCC/DC/CCC,"[39.682989, -105.051639]"
1686388,80120,FCC/DC/CCC,"[39.572195, -105.004267]"
1686404,80487,FCC/DC/CCC,"[40.494685, -106.846322]"
1686458,81252,School-Age Facility,"[38.054797, -105.53124]"
1686475,80134,FCC/DC/CCC,"[39.534649, -104.775604]"
1686482,80203,School-Age Facility,"[39.745754, -104.985757]"
1687155,80118,School-Age Facility,"[39.185203, -104.928293]"
1687387,80004,Preschool Facility,"[39.804782, -105.118326]"
1687394,81639,FCC/DC/CCC,"[40.488427, -107.263796]"
1687511,80030,School-Age Facility,"[39.832229, -105.029095]"
1687518,80221,FCC/DC/CCC,"[39.819055999999996, -105.03209199999999]"
1687524,80030,FCC/DC/CCC,"[39.811479999999996, -105.04324]"
1687527,80030,FCC/DC/CCC,"[39.869056, -105.02903400000001]"
1687531,80221,FCC/DC/CCC,"[39.843624, -105.00128500000001]"
1687604,80501,FCC/DC/CCC,"[40.146172, -105.10583600000001]"
1687618,80026,FCC/DC/CCC,"[39.994328, -105.09314499999999]"
1687623,80498,FCC/DC/CCC,"[39.65444, -106.08230400000001]"
1687628,80816,FCC/DC/CCC,"[38.982853999999996, -105.25667]"
1687633,81144,FCC/DC/CCC,"[37.560733, -106.084727]"
1687712,80004,FCC/DC/CCC,"[39.82013, -105.11794099999999]"
1687753,80234,FCC/DC/CCC,"[39.911327, -104.99175]"
1687830,80920,FCC/DC/CCC,"[38.949915000000004, -104.727]"
1687859,80235,FCC/DC/CCC,"[39.65, -105.07646100000001]"
1687869,80526,School-Age Facility,"[40.562893, -105.11421599999998]"
1687914,80021,Preschool Facility,"[39.872015000000005, -105.08010300000001]"
1687924,80133,School-Age Facility,"[39.121831, -104.9186]"
1688013,80603,FCC/DC/CCC,"[40.004715999999995, -104.73299999999999]"
1688306,81301,FCC/DC/CCC,"[37.260587, -107.778225]"
1688318,80123,School-Age Facility,"[39.613158, -105.062427]"
1688403,80004,FCC/DC/CCC,"[39.809123, -105.10423899999999]"
1688577,80923,FCC/DC/CCC,"[38.930788, -104.749448]"
1688581,80920,FCC/DC/CCC,"[38.947098, -104.72889599999999]"
1688610,80543,FCC/DC/CCC,"[40.317083000000004, -104.85634]"
1688629,80920,Preschool Facility,"[38.947133, -104.783493]"
1688633,80909,FCC/DC/CCC,"[38.867258, -104.784086]"
1688642,80134,School-Age Facility,"[39.559425, -104.813076]"
1688648,80241,School-Age Facility,"[39.924106, -104.97661000000001]"
1688694,80110,FCC/DC/CCC,"[39.658384000000005, -104.992107]"
1688709,80923,FCC/DC/CCC,"[38.934005, -104.686072]"
1688712,80026,FCC/DC/CCC,"[39.992733, -105.099352]"
1688733,80915,FCC/DC/CCC,"[38.86379, -104.698089]"
1688737,80249,FCC/DC/CCC,"[39.787310999999995, -104.758439]"
1688783,80021,School-Age Facility,"[39.860312, -105.09858799999999]"
1688785,80239,School-Age Facility,"[39.78546, -104.84751]"
1688787,80015,School-Age Facility,"[39.610518, -104.755071]"
1688830,80501,FCC/DC/CCC,"[39.075269, -108.535472]"
1688885,80129,School-Age Facility,"[39.556261, -104.99734699999999]"
1688894,80116,School-Age Facility,"[39.382148, -104.748325]"
1688899,80005,FCC/DC/CCC,"[39.859555, -105.15773200000001]"
1688920,80920,Preschool Facility,"[38.954376, -104.791193]"
1688962,80232,FCC/DC/CCC,"[39.6943, -105.060199]"
1688979,80134,Infant/Toddler Facility,"[39.503731, -104.794179]"
1689444,81656,FCC/DC/CCC,"[39.276396000000005, -106.87686200000002]"
1689449,80601,School-Age Facility,"[39.973863, -104.816806]"
1689630,81621,FCC/DC/CCC,"[39.366515, -107.03159199999999]"
1689638,80537,FCC/DC/CCC,"[40.349348, -105.08349399999999]"
1689681,80221,School-Age Facility,"[39.819055999999996, -105.03209199999999]"
1689715,81132,FCC/DC/CCC,"[37.679643, -106.35461799999999]"
1689820,80231,School-Age Facility,"[39.748065999999994, -104.91144299999999]"
1689824,80249,FCC/DC/CCC,"[39.787415, -104.764554]"
1689832,80305,FCC/DC/CCC,"[39.989603, -105.253631]"
1689971,80538,School-Age Facility,"[40.43383, -104.97964499999999]"
1689973,80010,FCC/DC/CCC,"[39.752956, -104.866468]"
1690087,80621,FCC/DC/CCC,"[40.070494000000004, -104.817319]"
1690105,80601,FCC/DC/CCC,"[39.97893, -104.748948]"
1690243,80526,School-Age Facility,"[40.538267, -105.116377]"
1690311,80526,FCC/DC/CCC,"[40.54569, -105.10988700000001]"
1690444,80538,Preschool Facility,"[40.415802, -105.016433]"
1690451,80022,FCC/DC/CCC,"[39.884039, -104.788524]"
1690460,80631,FCC/DC/CCC,"[40.420275, -104.744563]"
1690466,80534,FCC/DC/CCC,"[40.329060999999996, -104.856061]"
1690498,81601,School-Age Facility,"[39.564252, -107.36893]"
1690586,80205,School-Age Facility,"[39.757608000000005, -104.956368]"
1690863,80221,School-Age Facility,"[39.830771999999996, -105.01559099999999]"
1690975,80033,FCC/DC/CCC,"[39.767226, -105.07373100000001]"
1691087,80602,Preschool Facility,"[39.937554, -104.896821]"
1691094,80002,FCC/DC/CCC,"[39.799869, -105.101051]"
1691231,81101,FCC/DC/CCC,"[37.464433, -105.87023899999998]"
1691234,80205,FCC/DC/CCC,"[39.766196, -104.97055900000001]"
1691347,80210,FCC/DC/CCC,"[39.682613, -104.976075]"
1691451,80010,FCC/DC/CCC,"[39.752995, -104.877466]"
1691521,80209,School-Age Facility,"[39.701840000000004, -104.97944299999999]"
1691849,81147,FCC/DC/CCC,"[37.267131, -107.10149799999999]"
1692024,80504,FCC/DC/CCC,"[40.19811, -105.080509]"
1692089,80016,Infant/Toddler Facility,"[39.614985, -104.712743]"
1692095,81648,FCC/DC/CCC,"[40.079353000000005, -108.78525800000001]"
1692191,80543,FCC/DC/CCC,"[40.327272, -104.84309]"
1692349,80109,FCC/DC/CCC,"[39.408352, -104.87303999999999]"
1692429,81125,FCC/DC/CCC,"[37.753453, -106.10965900000001]"
1692593,80233,FCC/DC/CCC,"[39.90753, -104.928999]"
1693010,80550,FCC/DC/CCC,"[40.483887, -104.87999599999999]"
1693447,80211,FCC/DC/CCC,"[39.771066, -105.03269399999999]"
1693612,80003,FCC/DC/CCC,"[39.838314000000004, -105.05440300000001]"
1693616,81123,FCC/DC/CCC,"[37.431002, -105.456387]"
1693637,81620,FCC/DC/CCC,"[39.6276, -106.512818]"
1693710,80124,FCC/DC/CCC,"[39.533954, -104.90359199999999]"
1693744,80925,FCC/DC/CCC,"[38.725933000000005, -104.66599699999999]"
1693770,80027,FCC/DC/CCC,"[39.972626, -105.13065]"
1693911,80543,FCC/DC/CCC,"[40.323477000000004, -104.833926]"
1693929,80241,FCC/DC/CCC,"[39.933473, -104.93373899999999]"
1693995,80925,FCC/DC/CCC,"[38.720307, -104.665728]"
1694151,80215,FCC/DC/CCC,"[39.761451, -105.11156100000001]"
1694163,80634,FCC/DC/CCC,"[40.412191, -104.813997]"
1694458,80543,School-Age Facility,"[40.323914, -104.835988]"
1694463,80909,School-Age Facility,"[38.864096999999994, -104.76845]"
1694465,80026,School-Age Facility,"[39.982778, -105.15629299999999]"
1694728,80022,FCC/DC/CCC,"[39.884817, -104.81303100000001]"
1694740,80017,FCC/DC/CCC,"[39.707840000000004, -104.80698199999999]"
1694743,80302,School-Age Facility,"[39.999966, -105.28192299999999]"
1694767,80526,FCC/DC/CCC,"[40.567966, -105.12246599999999]"
1695076,80015,FCC/DC/CCC,"[39.612984999999995, -104.753506]"
1695082,80219,School-Age Facility,"[39.668289, -105.024181]"
1695127,80007,FCC/DC/CCC,"[39.850356, -105.201167]"
1695164,80104,FCC/DC/CCC,"[39.368356, -104.802686]"
1695174,80504,FCC/DC/CCC,"[40.134768, -104.95169399999999]"
1695257,80634,FCC/DC/CCC,"[40.384164, -104.731155]"
1695319,80501,FCC/DC/CCC,"[40.141517, -105.105299]"
1695358,80439,School-Age Facility,"[39.640028, -105.459906]"
1695364,80516,FCC/DC/CCC,"[40.051339, -105.052066]"
1695367,80132,School-Age Facility,"[39.093603, -104.848875]"
1695549,80134,FCC/DC/CCC,"[39.461213, -104.749611]"
1695651,80807,FCC/DC/CCC,"[39.305436, -102.253738]"
1695831,80550,FCC/DC/CCC,"[40.443646, -104.90248899999999]"
1695950,80128,FCC/DC/CCC,"[39.58031, -105.05828899999999]"
1696020,80125,FCC/DC/CCC,"[39.476592, -105.068803]"
1696284,80530,FCC/DC/CCC,"[40.096565000000005, -104.929781]"
1696360,80550,FCC/DC/CCC,"[40.517196999999996, -104.856693]"
1696578,80538,FCC/DC/CCC,"[40.430409000000004, -105.09439499999999]"
1696615,80549,FCC/DC/CCC,"[40.690028000000005, -104.99781499999999]"
1696651,80228,FCC/DC/CCC,"[39.712278000000005, -105.142395]"
1696831,80205,FCC/DC/CCC,"[39.754121999999995, -104.962577]"
1697202,80112,FCC/DC/CCC,"[39.537509, -104.842341]"
1697261,80634,FCC/DC/CCC,"[40.427127, -104.730799]"
1697269,80021,FCC/DC/CCC,"[39.892454, -105.11008500000001]"
1697395,80759,FCC/DC/CCC,"[40.125370000000004, -102.73474499999999]"
1697859,80642,FCC/DC/CCC,"[40.066210999999996, -104.64373]"
1697979,80917,FCC/DC/CCC,"[38.90501, -104.734316]"
1698046,80634,FCC/DC/CCC,"[40.397731, -104.726135]"
1698182,80020,FCC/DC/CCC,"[39.919724, -105.074271]"
1698354,80501,FCC/DC/CCC,"[40.150784, -105.121499]"
1698755,80134,FCC/DC/CCC,"[39.531416, -104.775925]"
1699048,80816,FCC/DC/CCC,"[38.948593, -105.319383]"
1699406,80516,School-Age Facility,"[40.033002, -105.083178]"
1699440,80212,FCC/DC/CCC,"[39.768427, -105.05240500000001]"
1699750,81082,FCC/DC/CCC,"[37.161493, -104.495733]"
1699806,80516,FCC/DC/CCC,"[40.001965999999996, -105.01983]"
1699897,80634,FCC/DC/CCC,"[40.434401, -104.749738]"
1700035,80303,School-Age Facility,"[39.950719, -105.142146]"
1700060,80549,FCC/DC/CCC,"[40.6886, -104.991978]"
1700062,80260,School-Age Facility,"[39.872189, -105.02504499999999]"
1700075,80534,FCC/DC/CCC,"[40.334994, -104.917847]"
1700077,80911,FCC/DC/CCC,"[38.770161, -104.747357]"
1700079,81132,School-Age Facility,"[37.719322, -106.315083]"
1700134,80511,School-Age Facility,"[40.339856, -105.573457]"
1700137,80218,School-Age Facility,"[39.729742, -104.973533]"
1700142,80238,School-Age Facility,"[39.788855, -104.888899]"
1700154,81624,School-Age Facility,"[39.268945, -107.96063000000001]"
1700198,80537,FCC/DC/CCC,"[40.373313, -105.09383600000001]"
1700273,80238,School-Age Facility,"[39.797281, -104.883197]"
1700469,80202,FCC/DC/CCC,"[39.748793, -104.98838700000002]"
1700492,80011,FCC/DC/CCC,"[39.736993, -104.812035]"
1700548,80526,FCC/DC/CCC,"[40.560303999999995, -105.11221299999998]"
1700558,80249,FCC/DC/CCC,"[39.780674, -104.77894599999999]"
1700601,80230,School-Age Facility,"[39.731879, -104.88484299999999]"
1700681,80027,School-Age Facility,"[39.951947, -105.15911799999999]"
1700871,80016,FCC/DC/CCC,"[39.617635, -104.699481]"
1700884,80487,School-Age Facility,"[40.795052, -106.98890300000001]"
1700899,80219,FCC/DC/CCC,"[39.687928, -105.026518]"
1701136,80549,FCC/DC/CCC,"[40.683419, -104.99219]"
1701167,80023,FCC/DC/CCC,"[39.945978000000004, -105.05171599999998]"
1701257,80228,FCC/DC/CCC,"[39.691987, -105.14238200000001]"
1701261,80525,FCC/DC/CCC,"[40.560411, -105.063846]"
1701308,80510,School-Age Facility,"[40.188238, -105.50806899999999]"
1701320,80911,School-Age Facility,"[38.788024, -104.754979]"
1701432,80516,FCC/DC/CCC,"[40.036390999999995, -105.051519]"
1701468,80922,School-Age Facility,"[38.906034000000005, -104.712048]"
1701473,80922,School-Age Facility,"[38.908566, -104.69981899999999]"
1701480,80831,School-Age Facility,"[38.952219, -104.597976]"
1701482,80831,School-Age Facility,"[38.926139, -104.604021]"
1701566,80925,FCC/DC/CCC,"[38.721667, -104.66741400000001]"
1701858,80516,FCC/DC/CCC,"[40.033015, -105.083153]"
1702106,80614,FCC/DC/CCC,"[39.924644, -104.96028899999999]"
1702129,80219,School-Age Facility,"[39.66701, -105.030925]"
1702134,80620,FCC/DC/CCC,"[40.388286, -104.691447]"
1702290,81403,FCC/DC/CCC,"[38.439510999999996, -107.88235]"
1702539,81416,FCC/DC/CCC,"[38.739582, -108.07207]"
1702556,80013,School-Age Facility,"[39.657969, -104.7489]"
1702576,80831,School-Age Facility,"[38.98202, -104.589348]"
1702638,80470,FCC/DC/CCC,"[39.472821, -105.372881]"
1702648,80246,School-Age Facility,"[39.717265999999995, -104.93546200000002]"
1702686,80207,FCC/DC/CCC,"[39.766539, -104.918218]"
1702771,80017,FCC/DC/CCC,"[39.700114, -104.781715]"
1702796,80013,FCC/DC/CCC,"[39.663381, -104.800874]"
1702889,80011,School-Age Facility,"[39.720184, -104.786629]"
1702929,80221,FCC/DC/CCC,"[39.825718, -105.00391]"
1702990,80228,FCC/DC/CCC,"[39.696146, -105.148227]"
1703018,80549,FCC/DC/CCC,"[40.36776, -105.08473400000001]"
1703214,80123,FCC/DC/CCC,"[39.598534, -105.100001]"
1703216,80744,FCC/DC/CCC,"[40.96349, -102.387819]"
1703220,80214,School-Age Facility,"[39.737626, -105.08688300000001]"
1703292,80918,Preschool Facility,"[38.906255, -104.770574]"
1703303,80435,School-Age Facility,"[39.638690999999994, -106.03997700000001]"
1703318,80435,School-Age Facility,"[39.599795, -105.99004]"
1703320,80123,FCC/DC/CCC,"[39.619045, -105.03061399999999]"
1703325,81521,FCC/DC/CCC,"[39.159174, -108.72930600000001]"
1703339,80498,School-Age Facility,"[39.634298, -106.07146100000001]"
1703343,80020,School-Age Facility,"[39.930238, -105.059673]"
1703680,80222,FCC/DC/CCC,"[39.689163, -104.938542]"
1703691,80640,FCC/DC/CCC,"[39.911892, -104.851649]"
1703695,81520,FCC/DC/CCC,"[39.075666999999996, -108.45361000000001]"
1703900,81635,FCC/DC/CCC,"[39.435047, -108.04235200000001]"
1704298,80443,School-Age Facility,"[39.500567, -106.162451]"
1704610,80129,FCC/DC/CCC,"[39.546269, -105.008021]"
1704650,80207,FCC/DC/CCC,"[39.75927, -104.93226399999999]"
1704655,80439,FCC/DC/CCC,"[39.661195, -105.35426899999999]"
1704715,80118,Preschool Facility,"[39.232093, -104.90425]"
1704770,80022,School-Age Facility,"[39.897174, -104.784929]"
1704815,80016,Preschool Facility,"[39.594934, -104.779168]"
1704833,80104,School-Age Facility,"[39.382539, -104.84801999999999]"
1704866,80530,FCC/DC/CCC,"[40.100709, -104.929014]"
1705028,80634,FCC/DC/CCC,"[40.414955, -104.729341]"
1705039,80233,FCC/DC/CCC,"[39.904322, -104.938777]"
1705055,80603,FCC/DC/CCC,"[40.025743, -104.726505]"
1705089,80759,FCC/DC/CCC,"[40.117293, -102.723824]"
1705091,80905,School-Age Facility,"[38.811285, -104.81759699999999]"
1705108,81520,FCC/DC/CCC,"[39.090092, -108.455129]"
1705113,80010,School-Age Facility,"[39.718621, -104.86908700000001]"
1705115,81023,School-Age Facility,"[38.048162, -104.99681499999998]"
1705117,80226,FCC/DC/CCC,"[39.705852, -105.054548]"
1705126,80631,FCC/DC/CCC,"[40.3896, -104.7041]"
1705372,80226,School-Age Facility,"[39.705852, -105.054548]"
1705375,80525,FCC/DC/CCC,"[40.531349, -105.031796]"
1705394,80026,FCC/DC/CCC,"[39.974274, -105.091922]"
1705404,80003,FCC/DC/CCC,"[39.812870000000004, -105.061558]"
1705429,80016,FCC/DC/CCC,"[39.609497999999995, -104.716593]"
1705435,80501,FCC/DC/CCC,"[40.166835, -105.11743]"
1705439,80134,Preschool Facility,"[39.541145, -104.791881]"
1705451,80905,School-Age Facility,"[38.808129, -104.81959499999999]"
1705532,80634,Preschool Facility,"[40.426072, -104.746804]"
1705627,80018,School-Age Facility,"[39.719576, -104.701141]"
1705637,80011,School-Age Facility,"[39.744362, -104.758465]"
1705639,80017,School-Age Facility,"[39.687973, -104.793424]"
1705656,80004,School-Age Facility,"[39.803367, -105.12648200000001]"
1705690,80007,School-Age Facility,"[39.869314, -105.20163600000001]"
1705699,80233,FCC/DC/CCC,"[39.893968, -104.951034]"
1705837,80241,FCC/DC/CCC,"[39.934637, -104.941308]"
1705903,80210,FCC/DC/CCC,"[39.692805, -104.955079]"
1705963,80013,FCC/DC/CCC,"[39.672329, -104.793883]"
1705966,81601,FCC/DC/CCC,"[39.484136, -107.298993]"
1705969,80020,School-Age Facility,"[39.920499, -105.065422]"
1706011,80537,FCC/DC/CCC,"[40.3936, -105.085284]"
1706026,80221,Preschool Facility,"[39.773590000000006, -105.00393899999999]"
1706031,80601,Preschool Facility,"[39.982839, -104.776668]"
1706041,80601,Preschool Facility,"[39.981752, -104.817385]"
1706124,81401,FCC/DC/CCC,"[38.466728, -107.875698]"
1706384,80005,FCC/DC/CCC,"[39.836921000000004, -105.0879]"
1706453,80012,FCC/DC/CCC,"[39.686246000000004, -104.862241]"
1706455,80127,FCC/DC/CCC,"[39.583357, -105.133532]"
1706524,80549,FCC/DC/CCC,"[40.706877, -105.005948]"
1706644,80537,School-Age Facility,"[40.391089, -105.05533999999999]"
1706647,80538,School-Age Facility,"[40.415403000000005, -105.01971699999999]"
1706656,80538,School-Age Facility,"[40.421104, -105.06516599999999]"
1706722,80538,FCC/DC/CCC,"[40.412024, -105.04761699999999]"
1706785,80910,FCC/DC/CCC,"[38.801848, -104.768775]"
1706809,80221,FCC/DC/CCC,"[39.844413, -105.014573]"
1706828,81621,FCC/DC/CCC,"[39.361201, -107.035302]"
1706855,80225,FCC/DC/CCC,"[39.717679, -105.120724]"
1706919,80525,FCC/DC/CCC,"[40.550853000000004, -105.07688]"
1706924,81413,Preschool Facility,"[38.904342, -107.92385300000001]"
1706943,80516,School-Age Facility,"[40.033341, -105.05399399999999]"
1706951,80927,School-Age Facility,"[38.931121000000005, -104.658869]"
1707086,81067,FCC/DC/CCC,"[38.047243, -103.720164]"
